date,gain,generosity,gift,gold,guide
2007-04-16,8.18285341898,0,20.2389401738,49.0007378813,87.6876743212
2007-04-17,8.18285341898,0,21.5038739347,50.3250821484,90.3052168383
2007-04-18,6.81904451581,0,25.2986752172,45.0277050801,87.6876743212
2007-04-19,9.54666232214,0,22.7688076955,49.0007378813,91.6139880968
2007-04-20,6.81904451581,0,24.0337414564,54.2981149496,87.6876743212
2007-04-21,6.81904451581,0,24.0337414564,50.3250821484,111.245556975
2007-04-22,6.81904451581,0,21.5038739347,54.2981149496,124.33326956
2007-04-23,5.45523561265,0,22.7688076955,50.3250821484,88.9964455798
2007-04-24,8.18285341898,0,26.5636089781,49.0007378813,95.5403018724
2007-04-25,8.18285341898,0,26.5636089781,47.6763936142,92.9227593553
2007-04-26,8.18285341898,0,22.7688076955,47.6763936142,85.0701318042
2007-04-27,8.18285341898,0,26.5636089781,51.6494264154,90.3052168383
2007-04-28,6.81904451581,0,24.0337414564,54.2981149496,108.628014458
2007-04-29,8.18285341898,0,21.5038739347,51.6494264154,123.024498301
2007-04-30,8.18285341898,0,24.0337414564,46.3520493472,83.7613605457
2007-05-01,8.18285341898,0,26.5636089781,46.3520493472,94.2315306139
2007-05-02,8.18285341898,0,29.0934764998,50.3250821484,96.8490731309
2007-05-03,6.81904451581,0,31.6233440216,47.6763936142,96.8490731309
2007-05-04,6.81904451581,0,30.3584102607,50.3250821484,91.6139880968
2007-05-05,5.45523561265,0,27.828542739,58.2711477507,117.789413267
2007-05-06,6.81904451581,0,26.5636089781,56.9468034837,121.715727043
2007-05-07,6.81904451581,0,32.8882777824,54.2981149496,91.6139880968
2007-05-08,8.18285341898,0,34.1532115433,52.9737706825,95.5403018724
2007-05-09,6.81904451581,0,37.9480128259,47.6763936142,91.6139880968
2007-05-10,9.54666232214,0,36.683079065,50.3250821484,88.9964455798
2007-05-11,8.18285341898,0,36.683079065,49.0007378813,81.1438180286
2007-05-12,6.81904451581,0,39.2129465867,55.6224592166,109.936785716
2007-05-13,4.09142670949,0,35.4181453041,52.9737706825,113.863099492
2007-05-14,8.18285341898,0,24.0337414564,52.9737706825,94.2315306139
2007-05-15,6.81904451581,0,25.2986752172,49.0007378813,98.1578443894
2007-05-16,6.81904451581,0,22.7688076955,46.3520493472,91.6139880968
2007-05-17,6.81904451581,0,26.5636089781,47.6763936142,92.9227593553
2007-05-18,8.18285341898,0,29.0934764998,49.0007378813,94.2315306139
2007-05-19,8.18285341898,0,26.5636089781,55.6224592166,112.554328233
2007-05-20,8.18285341898,0,24.0337414564,52.9737706825,117.789413267
2007-05-21,8.18285341898,0,24.0337414564,47.6763936142,96.8490731309
2007-05-22,8.18285341898,0,27.828542739,50.3250821484,94.2315306139
2007-05-23,6.81904451581,0,27.828542739,47.6763936142,94.2315306139
2007-05-24,6.81904451581,0,26.5636089781,45.0277050801,86.3789030627
2007-05-25,6.81904451581,0,22.7688076955,46.3520493472,88.9964455798
2007-05-26,6.81904451581,0,25.2986752172,50.3250821484,113.863099492
2007-05-27,5.45523561265,0,20.2389401738,55.6224592166,120.406955784
2007-05-28,6.81904451581,0,17.7090726521,50.3250821484,111.245556975
2007-05-29,8.18285341898,0,22.7688076955,45.0277050801,99.466615648
2007-05-30,6.81904451581,0,25.2986752172,51.6494264154,95.5403018724
2007-05-31,8.18285341898,0,25.2986752172,50.3250821484,91.6139880968
2007-06-01,8.18285341898,0,26.5636089781,47.6763936142,86.3789030627
2007-06-02,6.81904451581,0,25.2986752172,55.6224592166,106.010471941
2007-06-03,5.45523561265,0,25.2986752172,54.2981149496,120.406955784
2007-06-04,8.18285341898,0,26.5636089781,50.3250821484,96.8490731309
2007-06-05,8.18285341898,0,24.0337414564,50.3250821484,92.9227593553
2007-06-06,9.54666232214,0,29.0934764998,55.6224592166,98.1578443894
2007-06-07,8.18285341898,0,26.5636089781,55.6224592166,91.6139880968
2007-06-08,6.81904451581,0,27.828542739,55.6224592166,87.6876743212
2007-06-09,6.81904451581,0,27.828542739,62.2441805519,112.554328233
2007-06-10,6.81904451581,0,27.828542739,67.5415576202,120.406955784
2007-06-11,6.81904451581,0,31.6233440216,62.2441805519,102.084158165
2007-06-12,8.18285341898,0,30.3584102607,56.9468034837,99.466615648
2007-06-13,8.18285341898,0,31.6233440216,56.9468034837,86.3789030627
2007-06-14,8.18285341898,0,29.0934764998,54.2981149496,90.3052168383
2007-06-15,6.81904451581,0,31.6233440216,50.3250821484,92.9227593553
2007-06-16,6.81904451581,0,26.5636089781,60.9198362849,106.010471941
2007-06-17,10.9104712253,0,30.3584102607,60.9198362849,106.010471941
2007-06-18,8.18285341898,0,24.0337414564,58.2711477507,95.5403018724
2007-06-19,6.81904451581,0,25.2986752172,52.9737706825,94.2315306139
2007-06-20,9.54666232214,0,25.2986752172,50.3250821484,87.6876743212
2007-06-21,6.81904451581,0,25.2986752172,56.9468034837,96.8490731309
2007-06-22,6.81904451581,0,22.7688076955,64.8928690861,92.9227593553
2007-06-23,5.45523561265,0,22.7688076955,56.9468034837,106.010471941
2007-06-24,7.58256687473,0,22.7688076955,64.8928690861,125.543461536
2007-06-25,6.31880572894,0,24.0337414564,54.2981149496,94.1575961523
2007-06-26,7.58256687473,0,24.0337414564,49.0007378813,92.9021615369
2007-06-27,6.31880572894,0,22.7688076955,46.3520493472,89.1358576908
2007-06-28,6.31880572894,0,24.0337414564,43.7033608131,87.8804230755
2007-06-29,7.58256687473,0,22.7688076955,49.0007378813,87.8804230755
2007-06-30,6.31880572894,0,21.5038739347,54.2981149496,105.456507691
2007-07-01,7.58256687473,0,20.2389401738,55.6224592166,116.755419229
2007-07-02,6.31880572894,0,25.2986752172,45.0277050801,95.4130307677
2007-07-03,6.31880572894,0,20.2389401738,49.0007378813,90.3912923062
2007-07-04,6.31880572894,0,18.9740064129,49.0007378813,102.94563846
2007-07-05,7.58256687473,0,22.7688076955,45.0277050801,90.3912923062
2007-07-06,7.58256687473,0,20.2389401738,49.0007378813,96.668465383
2007-07-07,6.31880572894,0,24.0337414564,52.9737706825,105.456507691
2007-07-08,6.31880572894,0,22.7688076955,56.9468034837,109.222811537
2007-07-09,7.58256687473,0,22.7688076955,49.0007378813,90.3912923062
2007-07-10,8.84632802052,0,23.9971446698,51.9864913266,95.4130307677
2007-07-11,8.84632802052,0,23.9971446698,49.3871667603,87.8804230755
2007-07-12,7.58256687473,0,27.7861675124,49.3871667603,90.3912923062
2007-07-13,7.58256687473,0,23.9971446698,49.3871667603,94.1575961523
2007-07-14,6.31880572894,0,22.7341370556,51.9864913266,107.967376921
2007-07-15,7.58256687473,0,22.7341370556,55.8854781761,112.989115383
2007-07-16,8.84632802052,0,25.260152284,51.9864913266,91.6467269216
2007-07-17,7.58256687473,0,22.7341370556,51.9864913266,94.1575961523
2007-07-18,8.84632802052,0,26.5231598982,51.9864913266,89.1358576908
2007-07-19,7.58256687473,0,25.260152284,51.9864913266,87.8804230755
2007-07-20,6.31880572894,0,26.5231598982,48.0875044771,91.6467269216
2007-07-21,7.58256687473,0,23.9971446698,49.3871667603,105.456507691
2007-07-22,7.58256687473,0,22.7341370556,51.9864913266,114.244549998
2007-07-23,6.31880572894,0,23.9971446698,54.5858158929,91.6467269216
2007-07-24,6.31880572894,0,25.260152284,51.9864913266,90.3912923062
2007-07-25,6.31880572894,0,23.9971446698,50.6868290434,92.9021615369
2007-07-26,7.58256687473,0,25.260152284,46.7878421939,91.6467269216
2007-07-27,7.58256687473,0,21.4711294414,45.4881799108,85.3695538448
2007-07-28,7.58256687473,0,23.9971446698,57.1851404593,102.94563846
2007-07-29,6.31880572894,0,23.9971446698,57.1851404593,115.499984613
2007-07-30,6.31880572894,0,23.9971446698,50.6868290434,89.1358576908
2007-07-31,7.58256687473,0,27.7861675124,49.3871667603,86.6249884601
2007-08-01,7.58256687473,0,23.9971446698,49.3871667603,87.8804230755
2007-08-02,6.31880572894,0,25.260152284,49.3871667603,86.6249884601
2007-08-03,6.31880572894,0,21.4711294414,48.0875044771,87.8804230755
2007-08-04,6.31880572894,0,21.4711294414,58.4848027424,104.201073075
2007-08-05,7.58256687473,0,22.7341370556,59.7844650256,109.222811537
2007-08-06,6.31880572894,0,25.260152284,50.6868290434,92.9021615369
2007-08-07,8.84632802052,0,26.5231598982,49.3871667603,86.6249884601
2007-08-08,6.31880572894,0,23.9971446698,49.3871667603,92.9021615369
2007-08-09,7.58256687473,0,23.9971446698,48.0875044771,91.6467269216
2007-08-10,6.31880572894,0,27.7861675124,51.9864913266,89.1358576908
2007-08-11,5.05504458315,0,23.9971446698,55.8854781761,102.94563846
2007-08-12,8.84632802052,0,23.9971446698,54.5858158929,116.755419229
2007-08-13,8.84632802052,0,23.9971446698,48.0875044771,96.668465383
2007-08-14,7.58256687473,0,26.5231598982,48.0875044771,94.1575961523
2007-08-15,8.84632802052,0,23.9971446698,44.1885176276,92.9021615369
2007-08-16,7.58256687473,0,25.260152284,49.3871667603,89.1358576908
2007-08-17,7.58256687473,0,26.5231598982,50.6868290434,92.9021615369
2007-08-18,5.05504458315,0,21.4711294414,55.8854781761,110.478246152
2007-08-19,6.31880572894,0,21.4711294414,53.2861536098,115.499984613
2007-08-20,6.31880572894,0,25.260152284,46.7878421939,94.1575961523
2007-08-21,7.58256687473,0,27.7861675124,50.6868290434,86.6249884601
2007-08-22,6.31880572894,0,25.260152284,49.3871667603,86.6249884601
2007-08-23,7.58256687473,0,23.9971446698,46.7878421939,90.3912923062
2007-08-24,6.31880572894,0,27.7861675124,46.7878421939,86.6249884601
2007-08-25,7.58256687473,0,25.260152284,54.5858158929,109.222811537
2007-08-26,6.31880572894,0,22.7341370556,51.9864913266,111.733680767
2007-08-27,6.31880572894,0,25.260152284,46.7878421939,92.9021615369
2007-08-28,7.58256687473,0,26.5231598982,49.3871667603,90.3912923062
2007-08-29,6.31880572894,0,22.7341370556,48.0875044771,89.1358576908
2007-08-30,6.31880572894,0,22.7341370556,49.3871667603,94.1575961523
2007-08-31,5.05504458315,0,22.7341370556,45.4881799108,89.1358576908
2007-09-01,6.31880572894,0,22.7341370556,55.8854781761,114.244549998
2007-09-02,6.31880572894,0,22.7341370556,57.1851404593,104.201073075
2007-09-03,3.79128343736,0,23.9971446698,53.2861536098,111.733680767
2007-09-04,6.31880572894,0,25.260152284,48.0875044771,90.3912923062
2007-09-05,7.58256687473,0,21.4711294414,44.1885176276,85.3695538448
2007-09-06,6.31880572894,0,25.260152284,49.3871667603,86.6249884601
2007-09-07,7.58256687473,0,23.9971446698,50.6868290434,84.1141192294
2007-09-08,5.05504458315,0,22.7341370556,48.0875044771,106.711942306
2007-09-09,6.31880572894,0,20.2081218272,53.2861536098,119.26628846
2007-09-10,7.58256687473,0,22.7341370556,44.1885176276,94.1575961523
2007-09-11,6.31880572894,0,23.9971446698,48.0875044771,85.3695538448
2007-09-12,7.58256687473,0,25.260152284,50.6868290434,84.1141192294
2007-09-13,6.31880572894,0,25.260152284,49.3871667603,81.6032499987
2007-09-14,7.58256687473,0,23.9971446698,51.9864913266,84.1141192294
2007-09-15,6.31880572894,0,23.9971446698,50.6868290434,109.222811537
2007-09-16,7.58256687473,0,23.9971446698,49.3871667603,121.77715769
2007-09-17,7.58256687473,0,26.5231598982,45.4881799108,89.1358576908
2007-09-18,6.31880572894,0,25.260152284,50.6868290434,90.3912923062
2007-09-19,6.31880572894,0,25.260152284,51.9864913266,90.3912923062
2007-09-20,7.58256687473,0,22.7341370556,51.9864913266,87.8804230755
2007-09-21,8.84632802052,0,25.260152284,54.5858158929,82.858684614
2007-09-22,6.31880572894,0,25.260152284,54.5858158929,114.244549998
2007-09-23,7.58256687473,0,22.7341370556,54.5858158929,120.521723075
2007-09-24,6.31880572894,0,26.5231598982,51.9864913266,97.9238999984
2007-09-25,7.58256687473,0,25.260152284,50.6868290434,101.690203844
2007-09-26,6.31880572894,0,26.5231598982,49.3871667603,92.9021615369
2007-09-27,7.58256687473,0,22.7341370556,49.3871667603,92.9021615369
2007-09-28,7.58256687473,0,23.9971446698,50.6868290434,90.3912923062
2007-09-29,7.58256687473,0,22.7341370556,49.3871667603,107.967376921
2007-09-30,6.31880572894,0,23.9971446698,51.9864913266,116.755419229
2007-10-01,7.58256687473,0,26.5231598982,57.1851404593,90.3912923062
2007-10-02,7.58256687473,0,27.7861675124,49.3871667603,94.1575961523
2007-10-03,7.58256687473,0,25.260152284,51.9864913266,95.4130307677
2007-10-04,7.58256687473,0,23.9971446698,49.3871667603,89.1358576908
2007-10-05,6.31880572894,0,25.260152284,46.7878421939,87.8804230755
2007-10-06,5.05504458315,0,25.260152284,51.9864913266,109.222811537
2007-10-07,6.31880572894,0,22.7341370556,57.1851404593,115.499984613
2007-10-08,7.58256687473,0,25.260152284,50.6868290434,94.1575961523
2007-10-09,7.58256687473,0,25.260152284,50.6868290434,91.6467269216
2007-10-10,8.84632802052,0,27.7861675124,49.3871667603,86.6249884601
2007-10-11,7.58256687473,0,26.5231598982,49.3871667603,86.6249884601
2007-10-12,6.31880572894,0,26.5231598982,49.3871667603,90.3912923062
2007-10-13,6.31880572894,0,23.9971446698,51.9864913266,110.478246152
2007-10-14,6.31880572894,0,23.9971446698,54.5858158929,114.244549998
2007-10-15,7.58256687473,0,29.0491751266,46.7878421939,89.1358576908
2007-10-16,6.31880572894,0,27.7861675124,51.9864913266,86.6249884601
2007-10-17,7.58256687473,0,27.7861675124,49.3871667603,82.858684614
2007-10-18,6.31880572894,0,27.7861675124,46.7878421939,80.3478153833
2007-10-19,7.58256687473,0,27.7861675124,50.6868290434,87.8804230755
2007-10-20,5.05504458315,0,22.7341370556,51.9864913266,110.478246152
2007-10-21,6.31880572894,0,22.7341370556,50.6868290434,112.989115383
2007-10-22,6.31880572894,0,25.260152284,49.3871667603,90.3912923062
2007-10-23,8.84632802052,0,25.260152284,48.0875044771,89.1358576908
2007-10-24,6.31880572894,0,30.3121827408,46.7878421939,86.6249884601
2007-10-25,6.31880572894,0,27.7861675124,44.1885176276,80.3478153833
2007-10-26,6.31880572894,0,26.5231598982,50.6868290434,84.1141192294
2007-10-27,5.05504458315,0,27.7861675124,49.3871667603,104.201073075
2007-10-28,6.31880572894,0,23.9971446698,53.2861536098,110.478246152
2007-10-29,7.58256687473,0,29.0491751266,49.3871667603,84.1141192294
2007-10-30,7.58256687473,0,26.5231598982,49.3871667603,84.1141192294
2007-10-31,6.31880572894,0,29.0491751266,44.1885176276,87.8804230755
2007-11-01,7.58256687473,0,31.575190355,51.9864913266,86.6249884601
2007-11-02,6.31880572894,0,32.8381979692,54.5858158929,91.6467269216
2007-11-03,6.31880572894,0,31.575190355,49.3871667603,111.733680767
2007-11-04,8.84632802052,0,32.8381979692,54.5858158929,112.989115383
2007-11-05,7.58256687473,0,32.8381979692,50.6868290434,86.6249884601
2007-11-06,7.58256687473,0,35.3642131976,57.1851404593,94.1575961523
2007-11-07,7.58256687473,0,35.3642131976,59.7844650256,81.6032499987
2007-11-08,6.31880572894,0,35.3642131976,59.7844650256,85.3695538448
2007-11-09,6.31880572894,0,39.1532360402,57.1851404593,85.3695538448
2007-11-10,6.31880572894,0,35.3642131976,55.8854781761,104.201073075
2007-11-11,7.58256687473,0,35.3642131976,57.1851404593,116.755419229
2007-11-12,7.58256687473,0,41.6792512686,54.5858158929,94.1575961523
2007-11-13,8.84632802052,0,40.4162436544,53.2861536098,85.3695538448
2007-11-14,6.31880572894,0,40.4162436544,49.3871667603,85.3695538448
2007-11-15,6.31880572894,0,44.205266497,51.9864913266,87.8804230755
2007-11-16,7.58256687473,0,42.9422588828,50.6868290434,79.0923807679
2007-11-17,6.31880572894,0,46.7312817254,51.9864913266,102.94563846
2007-11-18,6.31880572894,0,45.4682741112,54.5858158929,102.94563846
2007-11-19,6.31880572894,0,46.7312817254,54.5858158929,84.1141192294
2007-11-20,6.31880572894,0,47.9942893396,50.6868290434,90.3912923062
2007-11-21,6.31880572894,0,49.2572969538,57.1851404593,91.6467269216
2007-11-22,6.31880572894,0,40.4162436544,49.3871667603,100.434769229
2007-11-23,5.05504458315,0,54.3093274105,53.2861536098,109.222811537
2007-11-24,5.05504458315,0,55.5723350247,59.7844650256,118.010853844
2007-11-25,6.31880572894,0,60.6243654815,57.1851404593,112.989115383
2007-11-26,7.58256687473,0,60.6243654815,57.1851404593,91.6467269216
2007-11-27,7.58256687473,0,66.9394035525,53.2861536098,87.8804230755
2007-11-28,8.84632802052,0,63.1503807099,50.6868290434,90.3912923062
2007-11-29,6.31880572894,0,64.4133883241,54.5858158929,89.1358576908
2007-11-30,5.05504458315,0,60.6243654815,53.2861536098,85.3695538448
2007-12-01,5.05504458315,0,66.9394035525,53.2861536098,106.711942306
2007-12-02,5.05504458315,0,68.2024111667,53.2861536098,110.478246152
2007-12-03,5.05504458315,0,75.7804568519,50.6868290434,92.9021615369
2007-12-04,6.31880572894,0,73.2544416235,51.9864913266,89.1358576908
2007-12-05,5.05504458315,0,73.2544416235,51.9864913266,87.8804230755
2007-12-06,6.31880572894,0,75.7804568519,51.9864913266,85.3695538448
2007-12-07,5.05504458315,0,82.0954949229,53.2861536098,80.3478153833
2007-12-08,6.31880572894,0,87.1475253797,59.7844650256,102.94563846
2007-12-09,5.05504458315,0,85.8845177655,57.1851404593,112.989115383
2007-12-10,7.58256687473,0,89.6735406081,55.8854781761,91.6467269216
2007-12-11,6.31880572894,0,88.4105329939,57.1851404593,85.3695538448
2007-12-12,6.31880572894,0,95.9885786791,54.5858158929,91.6467269216
2007-12-13,6.31880572894,0,90.9365482223,53.2861536098,86.6249884601
2007-12-14,6.31880572894,0,95.9885786791,53.2861536098,84.1141192294
2007-12-15,5.05504458315,0,103.566624364,62.3837895919,95.4130307677
2007-12-16,5.05504458315,0,107.355647207,61.0841273087,104.201073075
2007-12-17,5.05504458315,0,107.355647207,55.8854781761,87.8804230755
2007-12-18,5.05504458315,0,108.618654821,54.5858158929,80.3478153833
2007-12-19,6.31880572894,0,107.355647207,54.5858158929,86.6249884601
2007-12-20,6.31880572894,0,106.092639593,53.2861536098,82.858684614
2007-12-21,5.05504458315,0,102.30361675,53.2861536098,84.1141192294
2007-12-22,6.31880572894,0,94.7255710649,62.3837895919,102.94563846
2007-12-23,5.05504458315,0,83.3585025371,58.4848027424,111.733680767
2007-12-24,6.31880572894,0,87.1475253797,55.8854781761,107.967376921
2007-12-25,5.05504458315,0,71.9914340093,57.1851404593,114.244549998
2007-12-26,5.05504458315,0,51.7833121821,63.6834518751,101.690203844
2007-12-27,7.58256687473,0,41.6792512686,57.1851404593,100.434769229
2007-12-28,6.31880572894,0,37.890228426,61.0841273087,102.94563846
2007-12-29,5.05504458315,0,36.6272208118,54.5858158929,118.010853844
2007-12-30,7.58256687473,0,32.8381979692,61.0841273087,112.989115383
2007-12-31,6.31880572894,0,32.8381979692,57.1851404593,106.711942306
2008-01-01,6.31880572894,0,30.3121827408,55.8854781761,119.26628846
2008-01-02,7.58256687473,0,30.3121827408,58.4848027424,99.1793346138
2008-01-03,7.58256687473,0,29.0491751266,58.4848027424,94.1575961523
2008-01-04,6.31880572894,0,26.5231598982,54.5858158929,90.3912923062
2008-01-05,5.05504458315,0,30.3121827408,59.7844650256,112.989115383
2008-01-06,8.84632802052,0,30.3121827408,57.1851404593,118.010853844
2008-01-07,6.31880572894,0,26.5231598982,57.1851404593,96.668465383
2008-01-08,7.58256687473,0,23.9971446698,54.5858158929,92.9021615369
2008-01-09,8.84632802052,0,25.260152284,59.7844650256,90.3912923062
2008-01-10,7.58256687473,0,25.260152284,53.2861536098,95.4130307677
2008-01-11,7.58256687473,0,25.260152284,58.4848027424,91.6467269216
2008-01-12,7.58256687473,0,23.9971446698,63.6834518751,104.201073075
2008-01-13,6.31880572894,0,25.260152284,64.9831141582,112.989115383
2008-01-14,7.58256687473,0,22.7341370556,58.4848027424,95.4130307677
2008-01-15,7.58256687473,0,25.260152284,57.1851404593,95.4130307677
2008-01-16,7.58256687473,0,26.5231598982,58.4848027424,84.1141192294
2008-01-17,7.58256687473,0,27.7861675124,59.7844650256,92.9021615369
2008-01-18,6.31880572894,0,22.7341370556,55.8854781761,91.6467269216
2008-01-19,6.31880572894,0,25.260152284,58.4848027424,107.967376921
2008-01-20,7.58256687473,0,23.9971446698,58.4848027424,124.288026921
2008-01-21,6.31880572894,0,23.9971446698,58.4848027424,102.94563846
2008-01-22,7.58256687473,0,22.7341370556,59.7844650256,86.6249884601
2008-01-23,7.58256687473,0,23.9971446698,57.1851404593,90.3912923062
2008-01-24,6.31880572894,0,23.9971446698,57.1851404593,85.3695538448
2008-01-25,8.84632802052,0,25.260152284,63.6834518751,91.6467269216
2008-01-26,6.31880572894,0,25.260152284,62.3837895919,106.711942306
2008-01-27,6.31880572894,0,21.4711294414,62.3837895919,121.77715769
2008-01-28,7.58256687473,0,25.260152284,58.4848027424,97.9238999984
2008-01-29,7.58256687473,0,27.7861675124,57.1851404593,94.1575961523
2008-01-30,7.58256687473,0,25.260152284,54.5858158929,87.8804230755
2008-01-31,7.58256687473,0,25.260152284,57.1851404593,95.4130307677
2008-02-01,6.31880572894,0,29.0491751266,58.4848027424,94.1575961523
2008-02-02,6.31880572894,0,27.7861675124,62.3837895919,109.222811537
2008-02-03,7.58256687473,0,25.260152284,57.1851404593,121.77715769
2008-02-04,8.84632802052,0,26.5231598982,51.9864913266,85.3695538448
2008-02-05,7.58256687473,0,29.0491751266,53.2861536098,92.9021615369
2008-02-06,7.58256687473,0,29.0491751266,54.5858158929,86.6249884601
2008-02-07,8.84632802052,0,30.3121827408,57.1851404593,87.8804230755
2008-02-08,7.58256687473,0,32.8381979692,57.1851404593,87.8804230755
2008-02-09,7.58256687473,0,31.575190355,68.8821010077,97.9238999984
2008-02-10,8.84632802052,0,27.7861675124,68.8821010077,109.222811537
2008-02-11,10.1100891663,0,36.6272208118,58.4848027424,96.668465383
2008-02-12,8.84632802052,0,37.890228426,57.1851404593,91.6467269216
2008-02-13,7.58256687473,0,39.1532360402,51.9864913266,86.6249884601
2008-02-14,7.58256687473,0,40.4162436544,58.4848027424,86.6249884601
2008-02-15,6.31880572894,0,20.2081218272,57.1851404593,84.1141192294
2008-02-16,6.31880572894,0,23.9971446698,63.6834518751,101.690203844
2008-02-17,6.31880572894,0,22.7341370556,59.7844650256,110.478246152
2008-02-18,7.58256687473,0,21.4711294414,54.5858158929,105.456507691
2008-02-19,8.84632802052,0,21.4711294414,54.5858158929,90.3912923062
2008-02-20,7.58256687473,0,20.2081218272,61.0841273087,90.3912923062
2008-02-21,7.58256687473,0,18.945114213,54.5858158929,86.6249884601
2008-02-22,7.58256687473,0,21.4711294414,57.1851404593,91.6467269216
2008-02-23,6.31880572894,0,21.4711294414,55.8854781761,106.711942306
2008-02-24,7.58256687473,0,18.945114213,55.8854781761,109.222811537
2008-02-25,7.58256687473,0,20.2081218272,57.1851404593,95.4130307677
2008-02-26,7.58256687473,0,21.4711294414,53.2861536098,84.1141192294
2008-02-27,7.58256687473,0,21.4711294414,59.7844650256,87.8804230755
2008-02-28,7.58256687473,0,20.2081218272,55.8854781761,84.1141192294
2008-02-29,6.31880572894,0,20.2081218272,59.7844650256,81.6032499987
2008-03-01,6.31880572894,0,17.6821065988,59.7844650256,105.456507691
2008-03-02,6.31880572894,0,20.2081218272,63.6834518751,109.222811537
2008-03-03,6.31880572894,0,21.4711294414,58.4848027424,90.3912923062
2008-03-04,7.46263172205,0,21.4711294414,59.7844650256,90.3912923062
2008-03-05,8.70640367573,0,23.9971446698,58.4848027424,87.8804230755
2008-03-06,8.70640367573,0,20.2081218272,58.4848027424,80.3478153833
2008-03-07,8.70640367573,0,20.2081218272,62.3837895919,79.0923807679
2008-03-08,6.21885976838,0,20.2081218272,59.7844650256,100.434769229
2008-03-09,7.46263172205,0,20.2081218272,59.7844650256,107.967376921
2008-03-10,6.21885976838,0,20.2081218272,58.4848027424,87.8804230755
2008-03-11,7.46263172205,0,21.4711294414,57.1851404593,89.1358576908
2008-03-12,7.46263172205,0,21.4711294414,58.4848027424,84.1141192294
2008-03-13,8.70640367573,0,22.7341370556,67.5824387246,84.1141192294
2008-03-14,7.46263172205,0,21.4711294414,71.4814255741,77.8369461526
2008-03-15,6.21885976838,0,18.945114213,71.4814255741,99.1793346138
2008-03-16,8.70640367573,0,17.6821065988,68.8821010077,112.989115383
2008-03-17,8.70640367573,0,21.4711294414,77.9797369899,90.3912923062
2008-03-18,7.46263172205,0,22.7341370556,71.4814255741,86.6249884601
2008-03-19,6.21885976838,0,22.7341370556,67.5824387246,84.1141192294
2008-03-20,8.70640367573,0,19.8642024074,71.6048893821,93.1732869416
2008-03-21,7.46263172205,0,23.5887403588,64.067532605,91.9473226397
2008-03-22,7.46263172205,0,22.3472277084,65.3237587345,99.3031084509
2008-03-23,8.70640367573,0,21.1057150579,67.8362109936,115.240644375
2008-03-24,8.70640367573,0,22.3472277084,65.3237587345,91.9473226397
2008-03-25,7.46263172205,0,22.3472277084,61.555080346,87.0434654323
2008-03-26,8.70640367573,0,23.5887403588,60.2988542165,88.2694297341
2008-03-27,8.70640367573,0,23.5887403588,56.530175828,88.2694297341
2008-03-28,7.46263172205,0,21.1057150579,60.2988542165,84.5915368285
2008-03-29,8.70640367573,0,22.3472277084,65.3237587345,99.3031084509
2008-03-30,7.46263172205,0,19.8642024074,61.555080346,106.658894262
2008-03-31,8.70640367573,0,22.3472277084,59.042628087,91.9473226397
2008-04-01,7.46263172205,0,21.1057150579,60.2988542165,85.8175011304
2008-04-02,7.46263172205,0,21.1057150579,60.2988542165,88.2694297341
2008-04-03,7.46263172205,0,22.3472277084,57.7864019575,88.2694297341
2008-04-04,7.46263172205,0,22.3472277084,55.2739496985,87.0434654323
2008-04-05,7.46263172205,0,22.3472277084,59.042628087,104.206965658
2008-04-06,7.46263172205,0,22.3472277084,57.7864019575,106.658894262
2008-04-07,8.70640367573,0,22.3472277084,56.530175828,93.1732869416
2008-04-08,9.9501756294,0,24.8302530093,55.2739496985,84.5915368285
2008-04-09,8.70640367573,0,24.8302530093,55.2739496985,84.5915368285
2008-04-10,7.46263172205,0,22.3472277084,51.5052713099,80.913643923
2008-04-11,7.46263172205,0,18.622689757,56.530175828,84.5915368285
2008-04-12,7.46263172205,0,23.5887403588,55.2739496985,99.3031084509
2008-04-13,9.9501756294,0,19.8642024074,57.7864019575,114.014680073
2008-04-14,8.70640367573,0,24.8302530093,52.7614974394,93.1732869416
2008-04-15,8.70640367573,0,24.8302530093,52.7614974394,80.913643923
2008-04-16,7.46263172205,0,24.8302530093,54.017723569,80.913643923
2008-04-17,7.46263172205,0,24.8302530093,55.2739496985,85.8175011304
2008-04-18,7.46263172205,0,23.5887403588,51.5052713099,84.5915368285
2008-04-19,7.46263172205,0,22.3472277084,59.042628087,100.529072753
2008-04-20,6.21885976838,0,22.3472277084,62.8113064755,110.336787168
2008-04-21,7.46263172205,0,23.5887403588,56.530175828,88.2694297341
2008-04-22,8.70640367573,0,26.0717656597,56.530175828,85.8175011304
2008-04-23,7.46263172205,0,26.0717656597,51.5052713099,82.1396082248
2008-04-24,8.70640367573,0,24.8302530093,55.2739496985,90.7213583379
2008-04-25,7.46263172205,0,27.3132783102,54.017723569,87.0434654323
2008-04-26,7.46263172205,0,24.8302530093,54.017723569,106.658894262
2008-04-27,7.46263172205,0,22.3472277084,60.2988542165,116.466608677
2008-04-28,7.46263172205,0,26.0717656597,50.2490451804,88.2694297341
2008-04-29,8.70640367573,0,26.0717656597,54.017723569,85.8175011304
2008-04-30,7.46263172205,0,26.0717656597,55.2739496985,79.6876796211
2008-05-01,8.70640367573,0,31.0378162616,55.2739496985,83.3655725267
2008-05-02,8.70640367573,0,28.5547909607,51.5052713099,83.3655725267
