date,contribution,cooperative,donate,donation,economize
2007-09-01,21.7552261894,36.4338751752,28.1580147627,57.8022936842,0.0
2007-09-02,27.5566198399,19.4314000934,44.2483089129,65.5092661754,0.0
2007-09-03,24.6559230147,30.361562646,41.5665932212,60.3712845146,0.0
2007-09-04,52.2125428546,70.4388253387,48.2708824504,44.9573395321,0.0
2007-09-05,40.6097555536,48.5785002336,32.1805883003,62.940275345,0.0
2007-09-06,68.1663753935,44.9351127161,46.9300246045,61.6557799298,0.0
2007-09-07,56.5635880925,57.0797377745,28.1580147627,82.207706573,0.0
2007-09-08,17.4041809515,23.074787611,34.862303992,52.6643120233,0.0
2007-09-09,23.205574602,29.1471001402,42.907451067,41.1038532865,0.0
2007-09-10,42.0601039662,57.0797377745,37.5440196836,61.6557799298,0.0
2007-09-11,39.1594071409,57.0797377745,38.8848775295,65.5092661754,0.0
2007-09-12,47.8614976167,36.4338751752,18.7720098418,55.2333028537,0.0
2007-09-13,34.8083619031,48.5785002336,53.6343138338,68.0782570058,0.0
2007-09-14,69.6167238061,49.7929627394,34.862303992,68.0782570058,0.0
2007-09-15,26.1062714273,18.2169375876,38.8848775295,71.9317432514,0.0
2007-09-16,26.1062714273,26.7181751285,34.862303992,60.3712845146,0.0
2007-09-17,59.4642849177,61.9375877978,56.3160295255,75.785229497,0.0
2007-09-18,47.8614976167,38.8628001869,48.2708824504,73.2162386666,0.0
2007-09-19,66.7160269809,64.3665128095,33.5214461461,62.940275345,0.0
2007-09-20,52.2125428546,59.5086627861,40.2257353753,71.9317432514,0.0
2007-09-21,52.2125428546,57.0797377745,41.5665932212,64.2247707602,0.0
2007-09-22,21.7552261894,25.5037126226,48.2708824504,51.3798166081,0.0
2007-09-23,17.4041809515,21.8603251051,29.4988726086,59.0867890994,0.0
2007-09-24,42.0601039662,59.5086627861,50.9525981421,65.5092661754,0.0
2007-09-25,50.762194442,42.5061877044,42.907451067,83.4922019882,0.0
2007-09-26,52.2125428546,42.5061877044,32.1805883003,60.3712845146,0.0
2007-09-27,46.4111492041,55.8652752686,56.3160295255,64.2247707602,0.0
2007-09-28,46.4111492041,44.9351127161,45.5891667587,66.7937615906,0.0
2007-09-29,42.0601039662,19.4314000934,42.907451067,80.9232111578,0.0
2007-09-30,21.7552261894,30.361562646,30.8397304544,53.9488074385,0.0
2007-10-01,58.0139365051,49.7929627394,49.6117402962,73.2162386666,0.0
2007-10-02,53.6628912672,44.9351127161,26.8171569169,71.9317432514,0.0
2007-10-03,52.2125428546,68.009900327,37.5440196836,75.785229497,0.0
2007-10-04,47.8614976167,68.009900327,36.2031618378,65.5092661754,0.0
2007-10-05,52.2125428546,31.5760251518,40.2257353753,41.1038532865,0.0
2007-10-06,50.762194442,34.0049501635,32.1805883003,35.9658716257,0.0
2007-10-07,31.9076650778,34.0049501635,22.7945833794,53.9488074385,0.0
2007-10-08,62.364981743,47.3640377278,38.8848775295,65.5092661754,0.0
2007-10-09,55.1132396798,57.0797377745,32.1805883003,64.2247707602,0.0
2007-10-10,66.7160269809,54.6508127628,42.907451067,70.6472478362,0.0
2007-10-11,62.364981743,47.3640377278,50.9525981421,65.5092661754,0.0
2007-10-12,44.9608007915,53.4363502569,52.2934559879,52.6643120233,0.0
2007-10-13,39.1594071409,26.7181751285,36.2031618378,57.8022936842,0.0
2007-10-14,55.1132396798,34.0049501635,34.862303992,43.6728441169,0.0
2007-10-15,59.4642849177,59.5086627861,48.2708824504,59.0867890994,0.0
2007-10-16,60.9146333304,57.0797377745,57.6568873713,80.9232111578,0.0
2007-10-17,68.1663753935,55.8652752686,41.5665932212,62.940275345,0.0
2007-10-18,58.0139365051,30.361562646,38.8848775295,60.3712845146,0.0
2007-10-19,50.762194442,47.3640377278,67.0428922922,52.6643120233,0.0
2007-10-20,31.9076650778,27.9326376343,49.6117402962,52.6643120233,0.0
2007-10-21,17.4041809515,21.8603251051,42.907451067,55.2333028537,0.0
2007-10-22,47.8614976167,53.4363502569,45.5891667587,61.6557799298,0.0
2007-10-23,52.2125428546,34.0049501635,52.2934559879,97.6216515555,0.0
2007-10-24,47.8614976167,53.4363502569,41.5665932212,73.2162386666,0.0
2007-10-25,63.8153301556,51.0074252453,61.6794609088,66.7937615906,0.0
2007-10-26,46.4111492041,52.2218877511,46.9300246045,61.6557799298,0.0
2007-10-27,21.7552261894,19.4314000934,46.9300246045,59.0867890994,0.0
2007-10-28,34.8083619031,24.2892501168,58.9977452171,61.6557799298,0.0
2007-10-29,73.967769044,48.5785002336,57.6568873713,60.3712845146,0.0
2007-10-30,60.9146333304,43.7206502102,40.2257353753,61.6557799298,0.0
2007-10-31,72.5174206314,51.0074252453,33.5214461461,87.3456882338,0.0
2007-11-01,76.8684658693,46.1495752219,44.2483089129,60.3712845146,0.0
2007-11-02,52.2125428546,48.5785002336,60.338603063,57.8022936842,0.0
2007-11-03,23.205574602,37.648337681,54.9751716796,77.0697249122,0.0
2007-11-04,37.7090587283,23.074787611,29.4988726086,50.0953211929,0.0
2007-11-05,56.5635880925,44.9351127161,58.9977452171,91.1991744794,0.0
2007-11-06,59.4642849177,51.0074252453,58.9977452171,96.3371561403,0.0
2007-11-07,52.2125428546,41.2917251986,48.2708824504,68.0782570058,0.0
2007-11-08,55.1132396798,49.7929627394,46.9300246045,91.1991744794,0.0
2007-11-09,37.7090587283,38.8628001869,64.3611766005,69.362752421,0.0
2007-11-10,33.3580134904,26.7181751285,42.907451067,82.207706573,0.0
2007-11-11,23.205574602,26.7181751285,46.9300246045,55.2333028537,0.0
2007-11-12,52.2125428546,51.0074252453,42.907451067,73.2162386666,0.0
2007-11-13,42.0601039662,63.1520503037,40.2257353753,93.7681653098,0.0
2007-11-14,72.5174206314,48.5785002336,52.2934559879,78.3542203274,0.0
2007-11-15,55.1132396798,34.0049501635,52.2934559879,87.3456882338,0.0
2007-11-16,63.8153301556,49.7929627394,61.6794609088,74.5007340818,0.0
2007-11-17,17.4041809515,34.0049501635,56.3160295255,62.940275345,0.0
2007-11-18,36.2587103157,32.7904876577,64.3611766005,46.2418349473,0.0
2007-11-19,62.364981743,43.7206502102,73.7471815214,78.3542203274,0.0
2007-11-20,52.2125428546,42.5061877044,53.6343138338,75.785229497,0.0
2007-11-21,37.7090587283,35.2194126694,41.5665932212,60.3712845146,0.0
2007-11-22,17.4041809515,18.2169375876,30.8397304544,48.8108257777,0.0
2007-11-23,21.7552261894,24.2892501168,53.6343138338,64.2247707602,0.0
2007-11-24,31.9076650778,32.7904876577,64.3611766005,69.362752421,0.0
2007-11-25,30.4573166652,30.361562646,65.7020344464,68.0782570058,0.0
2007-11-26,56.5635880925,65.5809753153,68.3837501381,80.9232111578,0.0
2007-11-27,49.3118460293,43.7206502102,65.7020344464,88.630183649,0.0
2007-11-28,75.4181174566,37.648337681,57.6568873713,79.6387157426,0.0
2007-11-29,62.364981743,37.648337681,40.2257353753,71.9317432514,0.0
2007-11-30,52.2125428546,44.9351127161,50.9525981421,65.5092661754,0.0
2007-12-01,42.0601039662,19.4314000934,71.0654658297,78.3542203274,0.0
2007-12-02,31.9076650778,44.9351127161,48.2708824504,51.3798166081,0.0
2007-12-03,78.3188142819,49.7929627394,64.3611766005,75.785229497,0.0
2007-12-04,72.5174206314,53.4363502569,61.6794609088,83.4922019882,0.0
2007-12-05,59.4642849177,41.2917251986,36.2031618378,83.4922019882,0.0
2007-12-06,65.2656785682,42.5061877044,54.9751716796,77.0697249122,0.0
2007-12-07,60.9146333304,42.5061877044,45.5891667587,59.0867890994,0.0
2007-12-08,47.8614976167,29.1471001402,33.5214461461,56.5177982689,0.0
2007-12-09,42.0601039662,13.3590875642,42.907451067,57.8022936842,0.0
2007-12-10,65.2656785682,48.5785002336,46.9300246045,84.7766974034,0.0
2007-12-11,60.9146333304,30.361562646,50.9525981421,55.2333028537,0.0
2007-12-12,53.6628912672,46.1495752219,57.6568873713,79.6387157426,0.0
2007-12-13,73.967769044,48.5785002336,45.5891667587,64.2247707602,0.0
2007-12-14,66.7160269809,49.7929627394,37.5440196836,71.9317432514,0.0
2007-12-15,40.6097555536,24.2892501168,50.9525981421,68.0782570058,0.0
2007-12-16,43.5104523788,20.6458625993,64.3611766005,68.0782570058,0.0
2007-12-17,72.5174206314,46.1495752219,48.2708824504,84.7766974034,0.0
2007-12-18,84.1202079324,47.3640377278,57.6568873713,89.9146790642,0.0
2007-12-19,66.7160269809,38.8628001869,53.6343138338,59.0867890994,0.0
2007-12-20,68.1663753935,35.2194126694,63.0203187547,82.207706573,0.0
2007-12-21,68.1663753935,42.5061877044,45.5891667587,74.5007340818,0.0
2007-12-22,40.6097555536,34.0049501635,69.7246079839,93.7681653098,0.0
2007-12-23,33.3580134904,10.9301625526,58.9977452171,55.2333028537,0.0
2007-12-24,44.9608007915,18.2169375876,50.9525981421,57.8022936842,0.0
2007-12-25,30.4573166652,14.5735500701,37.5440196836,26.9744037193,0.0
2007-12-26,91.3719499955,32.7904876577,48.2708824504,84.7766974034,0.0
2007-12-27,85.570556345,43.7206502102,87.1557599799,78.3542203274,0.0
2007-12-28,95.7229952334,37.648337681,52.2934559879,71.9317432514,0.0
2007-12-29,60.9146333304,29.1471001402,79.1106129048,57.8022936842,0.0
2007-12-30,55.1132396798,21.8603251051,58.9977452171,66.7937615906,0.0
2007-12-31,104.425085709,35.2194126694,61.6794609088,89.9146790642,0.0
2008-01-01,62.364981743,31.5760251518,53.6343138338,65.5092661754,0.0
2008-01-02,145.034841263,54.6508127628,58.9977452171,77.0697249122,0.0
2008-01-03,107.325782534,40.0772626927,46.9300246045,78.3542203274,0.0
2008-01-04,94.2726468208,47.3640377278,44.2483089129,91.1991744794,0.0
2008-01-05,53.6628912672,26.7181751285,56.3160295255,74.5007340818,0.0
2008-01-06,55.1132396798,35.2194126694,50.9525981421,55.2333028537,0.0
2008-01-07,79.7691626945,51.0074252453,56.3160295255,70.6472478362,0.0
2008-01-08,87.0209047576,61.9375877978,37.5440196836,66.7937615906,0.0
2008-01-09,58.0139365051,58.2942002803,50.9525981421,51.3798166081,0.0
2008-01-10,85.570556345,48.5785002336,52.2934559879,64.2247707602,0.0
2008-01-11,91.3719499955,37.648337681,42.907451067,70.6472478362,0.0
2008-01-12,29.0069682525,36.4338751752,48.2708824504,57.8022936842,0.0
2008-01-13,43.5104523788,20.6458625993,42.907451067,53.9488074385,0.0
2008-01-14,81.2195111071,52.2218877511,52.2934559879,75.785229497,0.0
2008-01-15,59.4642849177,51.0074252453,46.9300246045,61.6557799298,0.0
2008-01-16,49.3118460293,48.5785002336,41.5665932212,56.5177982689,0.0
2008-01-17,62.364981743,44.9351127161,42.907451067,79.6387157426,0.0
2008-01-18,50.762194442,42.5061877044,44.2483089129,66.7937615906,0.0
2008-01-19,47.8614976167,26.7181751285,50.9525981421,53.9488074385,0.0
2008-01-20,47.8614976167,27.9326376343,46.9300246045,78.3542203274,0.0
2008-01-21,56.5635880925,34.0049501635,40.2257353753,74.5007340818,0.0
2008-01-22,75.4181174566,52.2218877511,38.8848775295,56.5177982689,0.0
2008-01-23,65.2656785682,44.9351127161,48.2708824504,84.7766974034,0.0
2008-01-24,59.4642849177,42.5061877044,50.9525981421,82.207706573,0.0
2008-01-25,68.1663753935,36.4338751752,41.5665932212,73.2162386666,0.0
2008-01-26,37.7090587283,35.2194126694,25.476299071,61.6557799298,0.0
2008-01-27,53.6628912672,37.648337681,44.2483089129,68.0782570058,0.0
2008-01-28,72.5174206314,51.0074252453,56.3160295255,70.6472478362,0.0
2008-01-29,68.1663753935,42.5061877044,42.907451067,77.0697249122,0.0
2008-01-30,71.0670722187,40.0772626927,46.9300246045,55.2333028537,0.0
2008-01-31,78.3188142819,54.6508127628,45.5891667587,86.0611928186,0.0
2008-02-01,84.1202079324,51.0074252453,48.2708824504,64.2247707602,0.0
2008-02-02,69.6167238061,20.6458625993,48.2708824504,55.2333028537,0.0
2008-02-03,33.3580134904,40.0772626927,54.9751716796,78.3542203274,0.0
2008-02-04,65.2656785682,46.1495752219,45.5891667587,73.2162386666,0.0
2008-02-05,79.7691626945,42.5061877044,28.1580147627,83.4922019882,0.0
2008-02-06,60.9146333304,46.1495752219,46.9300246045,73.2162386666,0.0
2008-02-07,60.9146333304,52.2218877511,44.2483089129,80.9232111578,0.0
2008-02-08,79.7691626945,44.9351127161,40.2257353753,60.3712845146,0.0
2008-02-09,66.7160269809,37.648337681,45.5891667587,70.6472478362,0.0
2008-02-10,63.8153301556,29.1471001402,41.5665932212,71.9317432514,0.0
2008-02-11,78.3188142819,46.1495752219,57.6568873713,91.1991744794,0.0
2008-02-12,52.2125428546,53.4363502569,42.907451067,75.785229497,0.0
2008-02-13,58.0139365051,49.7929627394,37.5440196836,75.785229497,0.0
2008-02-14,71.0670722187,37.648337681,41.5665932212,79.6387157426,0.0
2008-02-15,49.3118460293,46.1495752219,38.8848775295,52.6643120233,0.0
2008-02-16,47.8614976167,29.1471001402,53.6343138338,79.6387157426,0.0
2008-02-17,53.6628912672,27.9326376343,53.6343138338,77.0697249122,0.0
2008-02-18,81.2195111071,51.0074252453,52.2934559879,84.7766974034,0.0
2008-02-19,76.8684658693,55.8652752686,50.9525981421,91.1991744794,0.0
2008-02-20,78.3188142819,49.7929627394,37.5440196836,80.9232111578,0.0
2008-02-21,47.8614976167,34.0049501635,50.9525981421,73.2162386666,0.0
2008-02-22,46.4111492041,36.4338751752,34.862303992,52.6643120233,0.0
2008-02-23,52.2125428546,24.2892501168,46.9300246045,73.2162386666,0.0
2008-02-24,43.5104523788,27.9326376343,42.907451067,71.9317432514,0.0
2008-02-25,62.364981743,53.4363502569,40.2257353753,75.785229497,0.0
2008-02-26,73.967769044,57.0797377745,40.2257353753,66.7937615906,0.0
2008-02-27,81.2195111071,46.1495752219,44.2483089129,69.362752421,0.0
2008-02-28,56.5635880925,44.9351127161,41.5665932212,69.362752421,0.0
2008-02-29,62.364981743,43.7206502102,44.2483089129,75.785229497,0.0
2008-03-01,56.5635880925,24.2892501168,42.907451067,60.3712845146,0.0
2008-03-02,65.2656785682,34.0049501635,41.5665932212,73.2162386666,0.0
2008-03-03,78.3188142819,47.3640377278,54.9751716796,84.7766974034,0.0
2008-03-04,72.5174206314,49.7929627394,38.8848775295,65.5092661754,0.0
2008-03-05,68.1663753935,49.7929627394,44.2483089129,73.2162386666,0.0
2008-03-06,68.1663753935,48.5785002336,41.5665932212,83.4922019882,0.0
2008-03-07,69.6167238061,54.6508127628,45.5891667587,56.5177982689,0.0
2008-03-08,46.4111492041,30.361562646,45.5891667587,69.362752421,0.0
2008-03-09,55.1132396798,35.2194126694,37.5440196836,74.5007340818,0.0
2008-03-10,88.4712531703,51.0074252453,50.9525981421,74.5007340818,0.0
2008-03-11,72.5174206314,42.5061877044,54.9751716796,82.207706573,0.0
2008-03-12,62.364981743,61.9375877978,42.907451067,70.6472478362,0.0
2008-03-13,53.6628912672,34.0049501635,48.2708824504,64.2247707602,0.0
2008-03-14,71.0670722187,58.2942002803,25.476299071,69.362752421,0.0
2008-03-15,55.1132396798,34.0049501635,44.2483089129,65.5092661754,0.0
2008-03-16,43.5104523788,30.361562646,20.1128676877,56.5177982689,0.0
2008-03-17,60.9146333304,58.2942002803,57.6568873713,65.5092661754,0.0
2008-03-18,46.4111492041,48.5785002336,38.8848775295,93.7681653098,0.0
2008-03-19,72.5174206314,61.9375877978,52.2934559879,66.7937615906,0.0
2008-03-20,52.866115069,53.6575176603,37.3102712666,77.8884483787,0.0
2008-03-21,49.2616072234,62.0743831756,44.9917977039,81.0893435176,0.0
2008-03-22,34.8435758409,41.0322193873,32.9208275882,60.8170076382,0.0
2008-03-23,38.4480836865,29.4590293037,46.0891586235,71.486658101,0.0
2008-03-24,67.2841464514,49.4490849026,60.3548505783,72.5536231473,0.0
2008-03-25,85.3066856795,57.8659504179,52.6733241411,71.486658101,0.0
2008-03-26,56.4706229146,51.5533012814,40.6023540254,78.955413425,0.0
2008-03-27,69.6871516819,42.0843275767,32.9208275882,72.5536231473,0.0
2008-03-28,62.4781359906,56.8138422285,37.3102712666,69.3527280084,0.0
2008-03-29,52.866115069,45.2406521449,39.5049931058,59.7500425919,0.0
2008-03-30,45.6570993778,30.5111374931,49.3812413823,91.7589939804,0.0
2008-03-31,79.2991726035,53.6575176603,41.699714945,85.3572037027,0.0
2008-04-01,70.8886542971,67.3349241227,36.212910347,73.6205881936,0.0
2008-04-02,76.8961673731,61.0222749862,51.5759632215,89.6250638878,0.0
2008-04-03,82.9036804491,53.6575176603,46.0891586235,78.955413425,0.0
2008-04-04,66.0826438362,62.0743831756,31.8234666686,87.4911337953,0.0
2008-04-05,84.1051830643,27.3548129248,46.0891586235,82.1563085638,0.0
2008-04-06,78.0976699883,37.875894819,50.4786023019,83.2232736101,0.0
2008-04-07,85.3066856795,62.0743831756,58.1601287391,88.5580988415,0.0
2008-04-08,80.5006752187,55.7617340391,46.0891586235,88.5580988415,0.0
2008-04-09,72.0901569123,45.2406521449,44.9917977039,77.8884483787,0.0
2008-04-10,86.5081882947,49.4490849026,62.5495724176,83.2232736101,0.0
2008-04-11,85.3066856795,33.6674620613,35.1155494274,81.0893435176,0.0
2008-04-12,74.4931621427,32.6153538719,51.5759632215,69.3527280084,0.0
2008-04-13,98.5232144468,28.4069211143,50.4786023019,78.955413425,0.0
2008-04-14,118.948758905,48.3969767132,59.2574896587,97.0938192118,0.0
2008-04-15,114.142748444,41.0322193873,52.6733241411,82.1563085638,0.0
2008-04-16,68.4856490666,58.9180586074,40.6023540254,80.0223784713,0.0
2008-04-17,54.0676176842,49.4490849026,48.2838804627,83.2232736101,0.0
2008-04-18,42.0525915322,33.6674620613,36.212910347,60.8170076382,0.0
2008-04-19,27.6345601497,43.1364357661,57.0627678195,76.8214833324,0.0
2008-04-20,32.4405706105,33.6674620613,53.7706850607,72.5536231473,0.0
2008-04-21,45.6570993778,55.7617340391,62.5495724176,73.6205881936,0.0
2008-04-22,32.4405706105,58.9180586074,51.5759632215,72.5536231473,0.0
2008-04-23,42.0525915322,49.4490849026,61.452211498,77.8884483787,0.0
2008-04-24,45.6570993778,58.9180586074,55.9654068999,65.0848678233,0.0
2008-04-25,42.0525915322,52.6054094709,41.699714945,71.486658101,0.0
2008-04-26,33.6420732257,28.4069211143,57.0627678195,52.2812872679,0.0
2008-04-27,33.6420732257,36.8237866296,43.8944367843,67.2187979159,0.0
2008-04-28,43.2540941474,61.0222749862,46.0891586235,80.0223784713,0.0
2008-04-29,30.0375653801,54.7096258497,39.5049931058,86.424168749,0.0
2008-04-30,46.858601993,48.3969767132,55.9654068999,71.486658101,0.0
2008-05-01,43.2540941474,54.7096258497,47.1865195431,68.2857629622,0.0
2008-05-02,34.8435758409,43.1364357661,41.699714945,69.3527280084,0.0
2008-05-03,21.6270470737,30.5111374931,38.4076321862,41.6116368051,0.0
2008-05-04,28.8360627649,28.4069211143,58.1601287391,65.0848678233,0.0
2008-05-05,54.0676176842,72.5954650698,57.0627678195,70.4196930547,0.0
2008-05-06,50.4631098386,48.3969767132,58.1601287391,66.1518328696,0.0
2008-05-07,45.6570993778,49.4490849026,55.9654068999,84.2902386564,0.0
2008-05-08,46.858601993,45.2406521449,42.7970758646,68.2857629622,0.0
2008-05-09,46.858601993,47.3448685238,49.3812413823,73.6205881936,0.0
2008-05-10,31.2390679953,43.1364357661,60.3548505783,73.6205881936,0.0
2008-05-11,30.0375653801,26.3027047354,32.9208275882,58.6830775456,0.0
2008-05-12,49.2616072234,52.6054094709,44.9917977039,85.3572037027,0.0
2008-05-13,32.4405706105,50.501193092,64.7442942568,72.5536231473,0.0
2008-05-14,34.8435758409,45.2406521449,48.2838804627,75.7545182861,0.0
2008-05-15,44.4555967626,50.501193092,47.1865195431,96.0268541655,0.0
2008-05-16,22.8285496889,44.1885439555,54.8680459803,69.3527280084,0.0
2008-05-17,14.4180313825,24.1984883566,55.9654068999,70.4196930547,0.0
2008-05-18,32.4405706105,25.250596546,54.8680459803,71.486658101,0.0
2008-05-19,33.6420732257,56.8138422285,59.2574896587,88.5580988415,0.0
2008-05-20,43.2540941474,50.501193092,54.8680459803,83.2232736101,0.0
2008-05-21,39.6495863017,63.126491365,68.0363770156,73.6205881936,0.0
2008-05-22,42.0525915322,36.8237866296,44.9917977039,76.8214833324,0.0
2008-05-23,36.0450784561,58.9180586074,40.6023540254,58.6830775456,0.0
2008-05-24,28.8360627649,36.8237866296,58.1601287391,67.2187979159,0.0
2008-05-25,25.2315549193,22.0942719778,46.0891586235,61.8839726845,0.0
2008-05-26,27.6345601497,14.7295146518,50.4786023019,61.8839726845,0.0
2008-05-27,34.8435758409,48.3969767132,57.0627678195,72.5536231473,0.0
2008-05-28,44.4555967626,46.2927603344,49.3812413823,77.8884483787,0.0
2008-05-29,43.2540941474,52.6054094709,35.1155494274,65.0848678233,0.0
2008-05-30,44.4555967626,43.1364357661,59.2574896587,71.486658101,0.0
2008-05-31,18.0225392281,25.250596546,39.5049931058,65.0848678233,0.0
2008-06-01,20.4255444585,29.4590293037,34.0181885078,53.3482523142,0.0
2008-06-02,40.8510889169,42.0843275767,48.2838804627,85.3572037027,0.0
2008-06-03,42.0525915322,54.7096258497,49.3812413823,66.1518328696,0.0
2008-06-04,39.6495863017,53.6575176603,48.2838804627,59.7500425919,0.0
2008-06-05,43.2540941474,47.3448685238,43.8944367843,62.9509377307,0.0
2008-06-06,37.2465810713,36.8237866296,46.0891586235,67.2187979159,0.0
2008-06-07,42.0525915322,26.3027047354,47.1865195431,57.6161124993,0.0
2008-06-08,24.0300523041,27.3548129248,39.5049931058,50.1473571753,0.0
2008-06-09,32.4405706105,46.2927603344,43.8944367843,58.6830775456,0.0
2008-06-10,46.858601993,57.8659504179,44.9917977039,54.4152173605,0.0
2008-06-11,46.858601993,36.8237866296,40.6023540254,56.549147453,0.0
2008-06-12,46.858601993,48.3969767132,40.6023540254,64.017902777,0.0
2008-06-13,38.4480836865,51.5533012814,50.4786023019,61.8839726845,0.0
2008-06-14,25.2315549193,23.1463801672,44.9917977039,49.080392129,0.0
2008-06-15,15.6195339977,34.7195702508,49.3812413823,64.017902777,0.0
2008-06-16,30.0375653801,53.6575176603,37.3102712666,77.8884483787,0.0
2008-06-17,44.4555967626,51.5533012814,52.6733241411,72.5536231473,0.0
2008-06-18,44.4555967626,45.2406521449,50.4786023019,55.4821824068,0.0
2008-06-19,31.2390679953,43.1364357661,47.1865195431,72.5536231473,0.0
2008-06-20,26.4330575345,46.2927603344,38.4076321862,66.1518328696,0.0
2008-06-21,16.8210366129,31.5632456825,32.9208275882,56.549147453,0.0
2008-06-22,13.2165287672,25.250596546,71.3284597744,64.017902777,0.0
2008-06-23,42.0525915322,55.7617340391,50.4786023019,77.8884483787,0.0
2008-06-24,36.0450784561,51.5533012814,58.1601287391,72.5536231473,0.0
2008-06-25,26.4330575345,44.1885439555,55.9654068999,62.9509377307,0.0
2008-06-26,27.6345601497,37.875894819,49.3812413823,68.2857629622,0.0
2008-06-27,30.0375653801,45.2406521449,51.5759632215,76.8214833324,0.0
2008-06-28,22.8285496889,27.3548129248,44.9917977039,65.0848678233,0.0
2008-06-29,13.2165287672,27.3548129248,66.939016096,62.9509377307,0.0
2008-06-30,37.2465810713,54.7096258497,53.7706850607,73.6205881936,0.0
2008-07-01,30.0375653801,35.7716784402,47.1865195431,62.9509377307,0.0
2008-07-02,44.4555967626,58.9180586074,54.8680459803,61.8839726845,0.0
2008-07-03,30.0375653801,34.7195702508,51.5759632215,51.2143222216,0.0
2008-07-04,32.4405706105,8.41686551534,35.1155494274,50.1473571753,0.0
2008-07-05,19.2240418433,33.6674620613,47.1865195431,70.4196930547,0.0
2008-07-06,25.2315549193,38.9280030084,53.7706850607,46.9464620365,0.0
2008-07-07,30.0375653801,47.3448685238,52.6733241411,82.1563085638,0.0
2008-07-08,30.0375653801,52.6054094709,49.3812413823,62.9509377307,0.0
2008-07-09,30.0375653801,52.6054094709,41.699714945,67.2187979159,0.0
2008-07-10,40.8510889169,39.9801111978,42.7970758646,62.9509377307,0.0
2008-07-11,36.0450784561,39.9801111978,47.1865195431,60.8170076382,0.0
2008-07-12,25.2315549193,32.6153538719,57.0627678195,75.7545182861,0.0
2008-07-13,22.8285496889,24.1984883566,37.3102712666,54.4152173605,0.0
2008-07-14,34.8435758409,49.4490849026,53.7706850607,71.486658101,0.0
2008-07-15,34.8435758409,38.9280030084,51.5759632215,72.5536231473,0.0
2008-07-16,44.4555967626,49.4490849026,39.5049931058,85.3572037027,0.0
2008-07-17,40.8510889169,45.2406521449,36.212910347,62.9509377307,0.0
2008-07-18,45.6570993778,50.501193092,44.9917977039,66.1518328696,0.0
2008-07-19,24.0300523041,38.9280030084,53.7706850607,54.4152173605,0.0
2008-07-20,24.0300523041,37.875894819,36.212910347,50.1473571753,0.0
2008-07-21,30.0375653801,50.501193092,36.212910347,99.2277493044,0.0
2008-07-22,39.6495863017,44.1885439555,46.0891586235,60.8170076382,0.0
2008-07-23,32.4405706105,48.3969767132,32.9208275882,65.0848678233,0.0
2008-07-24,36.0450784561,42.0843275767,42.7970758646,73.6205881936,0.0
2008-07-25,32.4405706105,42.0843275767,43.8944367843,66.1518328696,0.0
2008-07-26,24.0300523041,22.0942719778,38.4076321862,55.4821824068,0.0
2008-07-27,10.8135235368,30.5111374931,52.6733241411,56.549147453,0.0
2008-07-28,25.2315549193,44.1885439555,55.9654068999,85.3572037027,0.0
2008-07-29,38.4480836865,49.4490849026,54.8680459803,69.3527280084,0.0
2008-07-30,21.6270470737,48.3969767132,42.7970758646,58.6830775456,0.0
2008-07-31,38.4480836865,53.6575176603,42.7970758646,73.6205881936,0.0
2008-08-01,36.0450784561,33.6674620613,44.9917977039,72.5536231473,0.0
2008-08-02,18.0225392281,28.4069211143,49.3812413823,66.1518328696,0.0
2008-08-03,26.4330575345,29.4590293037,42.7970758646,54.4152173605,0.0
2008-08-04,30.0375653801,54.7096258497,53.7706850607,69.3527280084,0.0
2008-08-05,33.6420732257,46.2927603344,54.8680459803,57.6161124993,0.0
2008-08-06,34.8435758409,51.5533012814,57.0627678195,58.6830775456,0.0
2008-08-07,32.4405706105,34.7195702508,41.699714945,62.9509377307,0.0
2008-08-08,33.6420732257,35.7716784402,27.4340229902,58.6830775456,0.0
2008-08-09,28.8360627649,25.250596546,30.726105749,55.4821824068,0.0
2008-08-10,2.40300523041,34.7195702508,39.5049931058,50.1473571753,0.0
2008-08-11,37.2465810713,46.2927603344,46.0891586235,83.2232736101,0.0
2008-08-12,34.8435758409,47.3448685238,34.0181885078,65.0848678233,0.0
2008-08-13,26.4330575345,49.4490849026,48.2838804627,72.5536231473,0.0
2008-08-14,34.8435758409,51.5533012814,54.8680459803,52.2812872679,0.0
2008-08-15,25.2315549193,38.9280030084,52.6733241411,52.2812872679,0.0
2008-08-16,10.8135235368,23.1463801672,51.5759632215,62.9509377307,0.0
2008-08-17,31.2390679953,22.0942719778,54.8680459803,43.7455668976,0.0
2008-08-18,31.2390679953,56.8138422285,48.2838804627,60.8170076382,0.0
2008-08-19,38.4480836865,46.2927603344,51.5759632215,81.0893435176,0.0
2008-08-20,37.2465810713,46.2927603344,41.699714945,50.1473571753,0.0
2008-08-21,42.0525915322,35.7716784402,40.6023540254,75.7545182861,0.0
2008-08-22,38.4480836865,41.0322193873,40.6023540254,64.017902777,0.0
2008-08-23,24.0300523041,23.1463801672,37.3102712666,76.8214833324,0.0
2008-08-24,12.015026152,23.1463801672,48.2838804627,57.6161124993,0.0
2008-08-25,39.6495863017,49.4490849026,58.1601287391,81.0893435176,0.0
2008-08-26,40.8510889169,50.501193092,53.7706850607,65.0848678233,0.0
2008-08-27,37.2465810713,42.0843275767,59.2574896587,77.8884483787,0.0
